UID	dnNameType	LAST NAME	FIRST NAME	ALIAS	ALTERNATIVE SPELLING	CATEGORY	TITLE	SUB-CATEGORY	POSITION	AGE	DOB	DOBS	PLACE OF BIRTH	DECEASED	PASSPORTS	SSN	IDENTIFICATION NUMBERS	LOCATIONS	COUNTRIES	CITIZENSHIP	E/I	dnCity	dnState	dnCountry	ENTERED	UPDATED	EDITOR	AGE DATE (AS OF DATE)	KEYWORDS
8547030	Primary	OCEAN AUTUMN				VESSEL											{INT-IMO}9379052	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8547033	Primary	OCEAN JUPITER				VESSEL											{INT-IMO}9308170	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8547148	Primary	HANNAH				VESSEL											{INT-IMO}9261619	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8547230	Primary	PACIFIC 01				VESSEL											{INT-IMO}9395379	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8547425	Primary	FULGER				VESSEL											{INT-IMO}9326718	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8547700	Primary	ECTOR				VESSEL											{INT-IMO}9288863	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8547707	Primary	BOLOGNIA FALCON				VESSEL											{INT-IMO}9255244	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8602407	Primary	MIRES				VESSEL											{INT-IMO}9299771	~,~	UNKNOWN	UNKNOWN	E					2025/10/23			EUFSR-RUS~EUFSR-RUS-VES
8602432	Primary	LEBRE				VESSEL											{INT-IMO}9255672	~,~	UNKNOWN	UNKNOWN	E					2025/08/08			EUFSR-RUS~EUFSR-RUS-VES
8602504	Primary	FELIKS				VESSEL											{INT-IMO}9459242	~,~	UNKNOWN	UNKNOWN	E					2025/08/08			EUFSR-RUS~EUFSR-RUS-VES
8602528	Primary	VIPER				VESSEL											{INT-IMO}9299874	~,~	UNKNOWN	UNKNOWN	E					2025/08/08			EUFSR-RUS~EUFSR-RUS-VES
8602561	Primary	MONTE I				VESSEL											{INT-IMO}9297553	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8602582	Primary	SPIRIT 2				VESSEL											{INT-IMO}9409259	~,~	UNKNOWN	UNKNOWN	E					2025/10/23			EUFSR-RUS~EUFSR-RUS-VES
8619505	Primary	KHALASI				VESSEL											{INT-IMO}9293997	~,~	UNKNOWN	UNKNOWN	E					2025/12/18			EUFSR-RUS~EUFSR-RUS-VES
8619565	Primary	GARUDA				VESSEL											{INT-IMO}9272931	~,~	UNKNOWN	UNKNOWN	E					2025/10/24			EUFSR-RUS~EUFSR-RUS-VES
8661243	Primary	LISTIGA				VESSEL											{INT-IMO}9292838	~,~	UNKNOWN	UNKNOWN	E					2025/08/08			EUFSR-RUS~EUFSR-RUS-VES
8661281	Primary	LERUO				VESSEL											{INT-IMO}9385831	~,~	UNKNOWN	UNKNOWN	E					2025/08/08			EUFSR-RUS~EUFSR-RUS-VES
8661306	Primary	GOLDEN EAGLE				VESSEL											{INT-IMO}9255684	~,~	UNKNOWN	UNKNOWN	E					2025/08/08			EUFSR-RUS~EUFSR-RUS-VES
8661325	Primary	BIVOLA				VESSEL											{INT-IMO}9266865	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8661358	Primary	KAI FU				VESSEL											{INT-IMO}9281009	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8662545	Primary	LION I				VESSEL											{INT-IMO}9384069	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8662550	Primary	SAMADHA				VESSEL											{INT-IMO}9286281	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8662570	Primary	SARASWATI				VESSEL											{INT-IMO}9383869	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8662642	Primary	MONARCH I				VESSEL											{INT-IMO}9377779	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8662659	Primary	PRISMA				VESSEL											{INT-IMO}9299678	~,~	UNKNOWN	UNKNOWN	E					2025/08/08			EUFSR-RUS~EUFSR-RUS-VES
8662716	Primary	SEASONS I				VESSEL											{INT-IMO}9308950	~,~	UNKNOWN	UNKNOWN	E					2025/08/08			EUFSR-RUS~EUFSR-RUS-VES
8662745	Primary	SMYRTOS				VESSEL											{INT-IMO}9389100	~,~	UNKNOWN	UNKNOWN	E					2025/08/08			EUFSR-RUS~EUFSR-RUS-VES
8664134	Primary	JACKLYN				VESSEL											{INT-IMO}9313498	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8664161	Primary	VISION				VESSEL											{INT-IMO}9236016	~,~	UNKNOWN	UNKNOWN	E					2025/08/08			EUFSR-RUS~EUFSR-RUS-VES
8664163	Primary	LUMIN				VESSEL											{INT-IMO}9330599	~,~	UNKNOWN	UNKNOWN	E					2025/08/08			EUFSR-RUS~EUFSR-RUS-VES
8664164	Primary	MINION				VESSEL											{INT-IMO}9389095	~,~	UNKNOWN	UNKNOWN	E					2025/08/08			EUFSR-RUS~EUFSR-RUS-VES
8664165	Primary	MARS 6				VESSEL											{INT-IMO}9384992	~,~	UNKNOWN	UNKNOWN	E					2025/08/08			EUFSR-RUS~EUFSR-RUS-VES
8664166	Primary	INDRI				VESSEL											{INT-IMO}9247429	~,~	UNKNOWN	UNKNOWN	E					2025/08/08			EUFSR-RUS~EUFSR-RUS-VES
8666275	Primary	SEGINUS				VESSEL											{INT-IMO}9256028	~,~	UNKNOWN	UNKNOWN	E					2025/08/08			EUFSR-RUS~EUFSR-RUS-VES
8682840	Primary	AETHER				VESSEL											{INT-IMO}9328170	~,~	UNKNOWN	UNKNOWN	E					2026/04/24			EUFSR-RUS~EUFSR-RUS-VES
8682850	Primary	EVERDINE				VESSEL											{INT-IMO}9382073	~,~	UNKNOWN	UNKNOWN	E					2025/10/23			EUFSR-RUS~EUFSR-RUS-VES
8682919	Primary	GUANYIN				VESSEL											{INT-IMO}9299707	~,~	UNKNOWN	UNKNOWN	E					2025/10/24			EUFSR-RUS~EUFSR-RUS-VES
8682922	Primary	ETHERA				VESSEL											{INT-IMO}9387279	~,~	UNKNOWN	UNKNOWN	E					2025/10/24			EUFSR-RUS~EUFSR-RUS-VES
8682924	Primary	BREEZ				VESSEL											{INT-IMO}9247778	~,~	UNKNOWN	UNKNOWN	E					2025/12/18			EUFSR-RUS~EUFSR-RUS-VES
8682926	Primary	MYRA				VESSEL											{INT-IMO}9336490	~,~	UNKNOWN	UNKNOWN	E					2025/10/23			EUFSR-RUS~EUFSR-RUS-VES
8682952	Primary	ZALE				VESSEL											{INT-IMO}9321718	~,~	UNKNOWN	UNKNOWN	E					2025/10/23			EUFSR-RUS~EUFSR-RUS-VES
8685883	Primary	BOLU				VESSEL											{INT-IMO}9439539	~,~	UNKNOWN	UNKNOWN	E					2025/10/24			EUFSR-RUS~EUFSR-RUS-VES
8685884	Primary	SAMOS				VESSEL											{INT-IMO}9408190	~,~	UNKNOWN	UNKNOWN	E					2025/10/23			EUFSR-RUS~EUFSR-RUS-VES
8759304	Primary	INNOVATOR				VESSEL											{INT-IMO}9306809	~,~	UNKNOWN	UNKNOWN	E					2025/12/18			EUFSR-RUS~EUFSR-RUS-VES
8759925	Primary	SIREN II				VESSEL											{INT-IMO}9337195	~,~	UNKNOWN	UNKNOWN	E					2026/04/24			EUFSR-RUS~EUFSR-RUS-VES
8788547	Primary	STAR MM				VESSEL											{INT-IMO}9186625	~,~	UNKNOWN	UNKNOWN	E					2025/12/18			EUFSR-RUS~EUFSR-RUS-VES
8832291	Primary	AURA MARIS				VESSEL											{INT-IMO}9347308	~,~	UNKNOWN	UNKNOWN	E					2025/12/18			EUFSR-RUS~EUFSR-RUS-VES
8832299	Primary	HITIT				VESSEL											{INT-IMO}9311751	~,~	UNKNOWN	UNKNOWN	E					2025/12/18			EUFSR-RUS~EUFSR-RUS-VES
8832307	Primary	SEA OWL I				VESSEL											{INT-IMO}9321172	~,~	UNKNOWN	UNKNOWN	E					2025/10/23			EUFSR-RUS~EUFSR-RUS-VES
8832341	Primary	TANGO 2				VESSEL											{INT-IMO}9389071	~,~	UNKNOWN	UNKNOWN	E					2025/10/23			EUFSR-RUS~EUFSR-RUS-VES
8832370	Primary	OCEAN II				VESSEL											{INT-IMO}9233777	~,~	UNKNOWN	UNKNOWN	E					2026/04/24			EUFSR-RUS~EUFSR-RUS-VES
8832402	Primary	TORX				VESSEL											{INT-IMO}9311610	~,~	UNKNOWN	UNKNOWN	E					2025/10/24			EUFSR-RUS~EUFSR-RUS-VES
8832405	Primary	TRANQUIL SEA				VESSEL											{INT-IMO}9323340	~,~	UNKNOWN	UNKNOWN	E					2025/10/23			EUFSR-RUS~EUFSR-RUS-VES
8832510	Primary	TIGER 6				VESSEL											{INT-IMO}9389083	~,~	UNKNOWN	UNKNOWN	E					2026/04/24			EUFSR-RUS~EUFSR-RUS-VES
8836745	Primary	INTEGRITY RACER				VESSEL											{INT-IMO}9270555	~,~	UNKNOWN	UNKNOWN	E					2026/04/24			EUFSR-RUS~EUFSR-RUS-VES
8845227	Primary	CAROLINE BEZENGI				VESSEL											{INT-IMO}9224439	~,~	UNKNOWN	UNKNOWN	E					2025/10/24			EUFSR-RUS~EUFSR-RUS-VES
8845284	Primary	MAVERICK				VESSEL											{INT-IMO}9321562	~,~	UNKNOWN	UNKNOWN	E					2025/10/23			EUFSR-RUS~EUFSR-RUS-VES
8845325	Primary	URIEL				VESSEL											{INT-IMO}9336517	~,~	UNKNOWN	UNKNOWN	E					2025/10/23			EUFSR-RUS~EUFSR-RUS-VES
8845360	Primary	ADITYA				VESSEL											{INT-IMO}9323314	~,~	UNKNOWN	UNKNOWN	E					2025/10/24			EUFSR-RUS~EUFSR-RUS-VES
8845397	Primary	COATLICUE				VESSEL											{INT-IMO}9235000	~,~	UNKNOWN	UNKNOWN	E					2025/10/24			EUFSR-RUS~EUFSR-RUS-VES
8845420	Primary	KATY				VESSEL											{INT-IMO}9323326	~,~	UNKNOWN	UNKNOWN	E					2025/10/24			EUFSR-RUS~EUFSR-RUS-VES
8845430	Primary	KAYSERI				VESSEL											{INT-IMO}9292199	~,~	UNKNOWN	UNKNOWN	E					2025/10/24			EUFSR-RUS~EUFSR-RUS-VES
8845438	Primary	KONYA				VESSEL											{INT-IMO}9290373	~,~	UNKNOWN	UNKNOWN	E					2025/10/24			EUFSR-RUS~EUFSR-RUS-VES
8846788	Primary	MARJORIE				VESSEL											{INT-IMO}9296377	~,~	UNKNOWN	UNKNOWN	E					2026/04/24			EUFSR-RUS~EUFSR-RUS-VES
8847614	Primary	BHILVA				VESSEL											{INT-IMO}9439383	~,~	UNKNOWN	UNKNOWN	E					2026/04/24			EUFSR-RUS~EUFSR-RUS-VES
8847805	Primary	LING HONG				VESSEL											{INT-IMO}9408542	~,~	UNKNOWN	UNKNOWN	E					2026/04/24			EUFSR-RUS~EUFSR-RUS-VES
8854448	Primary	LUNA LUSTER				VESSEL											{INT-IMO}9292187	~,~	UNKNOWN	UNKNOWN	E					2026/04/24			EUFSR-RUS~EUFSR-RUS-VES
8899745	Primary	ATMOS				VESSEL											{INT-IMO}9337418	~,~	UNKNOWN	UNKNOWN	E					2026/04/24			EUFSR-RUS~EUFSR-RUS-VES
8922217	Primary	KURDOS III				VESSEL											{INT-IMO}9380570	~,~	UNKNOWN	UNKNOWN	E					2026/04/24			EUFSR-RUS~EUFSR-RUS-VES
8983439	Primary	DOVE				VESSEL											{INT-IMO}9297541	~,~	UNKNOWN	UNKNOWN	E					2026/05/04			EUFSR-RUS~EUFSR-RUS-VES
9002045	Primary	ELBUS				VESSEL											{INT-IMO}9290385	~,~	UNKNOWN	UNKNOWN	E					2026/04/24			EUFSR-RUS~EUFSR-RUS-VES
9024969	Primary	SEADAR				VESSEL											{INT-IMO}9333785	~,~	UNKNOWN	UNKNOWN	E					2026/04/24			EUFSR-RUS~EUFSR-RUS-VES
9024987	Primary	CAPELLA MB				VESSEL											{INT-IMO}9343986	~,~	UNKNOWN	UNKNOWN	E					2026/04/24			EUFSR-RUS~EUFSR-RUS-VES
9024987	Alias	CAPELLA MB		SEVEN PEARLS		VESSEL											{INT-IMO}9343986	~,~	UNKNOWN	UNKNOWN	E					2026/04/24			EUFSR-RUS~EUFSR-RUS-VES
9025010	Primary	MARVEN				VESSEL											{INT-IMO}9305556	~,~	UNKNOWN	UNKNOWN	E					2026/04/24			EUFSR-RUS~EUFSR-RUS-VES
9025706	Primary	KRITI VIGOR				VESSEL											{INT-IMO}9290397	~,~	UNKNOWN	UNKNOWN	E					2026/04/24			EUFSR-RUS~EUFSR-RUS-VES
